id_estudiante,codigo_universitario,nombres,apellidos,edad,sexo,carrera,facultad,ciclo,fecha_nacimiento,estado_matricula,promedio_general,asistencia,cursos_aprobados,cursos_desaprobados,creditos_aprobados,ciclo_academico,riesgo_academico,nivel_estres_num,nivel_ansiedad_num,bienestar_general,horas_sueno,actividad_fisica,estado_emocional,horas_ejercicio,frecuencia_semanal
2475,202602475,Salomón,Alba,19,Femenino,Contabilidad,Ciencias Empresariales,6,1999-03-08,Reserva,17.63,70.79,5,0,20,2026-I,Bajo,6,9,3.5,5,2,Feliz,0.6,1
2476,202602476,Íñigo,Jaume,18,Masculino,Enfermería,Ciencias de la Salud,5,1995-09-20,Retirado,14.38,78.89,8,3,32,2026-I,Medio,3,7,2.29,10,4,Feliz,0.6,4
2477,202602477,Amor,Alegria,21,Femenino,Derecho,Derecho,2,2005-11-02,Retirado,15.76,89.8,7,3,28,2026-I,Medio,6,4,2.81,10,2,Ansioso,1.3,3
2478,202602478,Luciano,Ramos,30,Femenino,Derecho,Derecho,3,1996-06-13,Retirado,16.78,76.77,8,1,32,2026-I,Bajo,10,10,4.87,9,1,Tranquilo,1.1,1
2479,202602479,Palmira,Gimenez,24,Masculino,Administración,Ciencias Empresariales,4,2001-06-01,Retirado,18.19,94.58,6,3,24,2026-I,Bajo,2,6,2.84,6,4,Estresado,3.0,6
2480,202602480,Isabela,Vergara,26,Masculino,Arquitectura,Arquitectura,9,2000-11-05,Retirado,10.6,68.38,7,0,28,2026-I,Alto,2,10,1.89,7,3,Feliz,0.5,4
2481,202602481,Adelardo,Cañellas,20,Femenino,Arquitectura,Arquitectura,6,2002-01-05,Reserva,15.09,68.11,7,0,28,2026-I,Medio,4,4,4.11,8,2,Motivado,0.9,3
2482,202602482,Fabio,Acuña,17,Femenino,Contabilidad,Ciencias Empresariales,2,2006-08-06,Reserva,12.79,94.54,6,3,24,2026-I,Alto,6,8,4.41,9,2,Estresado,0.6,5
2483,202602483,Marco,Benito,21,Masculino,Ingeniería de Sistemas,Ingeniería,8,2008-09-01,Matriculado,18.24,75.1,5,1,20,2026-I,Bajo,9,7,4.09,9,5,Estresado,1.7,4
2484,202602484,Loreto,Pablo,27,Femenino,Derecho,Derecho,1,2002-07-07,Matriculado,14.81,87.38,5,1,20,2026-I,Medio,6,5,2.88,10,4,Motivado,1.2,1
2485,202602485,Elena,Feijoo,19,Femenino,Psicología,Ciencias de la Salud,2,2003-04-18,Retirado,19.18,98.52,8,1,32,2026-I,Bajo,4,3,3.04,9,1,Estresado,0.6,2
2486,202602486,Álvaro,Cañas,21,Femenino,Derecho,Derecho,6,1995-11-09,Reserva,18.68,62.58,4,2,16,2026-I,Bajo,9,10,1.66,8,5,Motivado,0.3,7
2487,202602487,Cesar,Llobet,23,Masculino,Ingeniería de Sistemas,Ingeniería,1,2008-09-07,Matriculado,10.51,96.18,5,2,20,2026-I,Alto,3,9,1.6,7,2,Ansioso,2.0,7
2488,202602488,Seve,Vara,22,Femenino,Ingeniería de Sistemas,Ingeniería,2,2000-11-07,Reserva,13.08,93.13,7,3,28,2026-I,Medio,9,10,3.86,9,2,Feliz,0.6,7
2489,202602489,Almudena,Bautista,30,Femenino,Arquitectura,Arquitectura,9,2004-05-02,Reserva,10.6,75.44,7,1,28,2026-I,Alto,4,5,2.75,4,5,Tranquilo,0.5,1
2490,202602490,Dionisio,Farré,19,Femenino,Contabilidad,Ciencias Empresariales,7,2005-09-20,Reserva,18.51,97.32,8,3,32,2026-I,Bajo,4,7,1.84,7,2,Motivado,0.0,5
2491,202602491,Florentino,Arnau,19,Femenino,Derecho,Derecho,3,1998-06-13,Retirado,13.87,90.78,4,3,16,2026-I,Medio,4,4,3.8,7,3,Tranquilo,0.1,7
2492,202602492,Geraldo,Barrena,26,Masculino,Derecho,Derecho,2,1998-01-31,Reserva,17.83,92.28,7,2,28,2026-I,Bajo,4,5,4.41,9,2,Feliz,0.7,1
2493,202602493,Nereida,Agudo,23,Masculino,Ingeniería de Sistemas,Ingeniería,7,2003-01-19,Reserva,17.13,67.16,4,3,16,2026-I,Bajo,3,9,2.1,10,3,Ansioso,0.2,7
2494,202602494,Casandra,Bermejo,26,Femenino,Ingeniería de Sistemas,Ingeniería,3,2005-06-08,Matriculado,15.33,95.8,6,3,24,2026-I,Medio,6,2,4.06,4,1,Tranquilo,0.9,4
2495,202602495,Manu,Mendez,28,Masculino,Administración,Ciencias Empresariales,3,2008-07-16,Reserva,10.36,95.64,7,0,28,2026-I,Alto,5,7,3.36,9,1,Estresado,0.8,6
2496,202602496,Ruperta,Valero,30,Femenino,Arquitectura,Arquitectura,3,2004-08-30,Reserva,11.99,71.1,8,0,32,2026-I,Alto,1,7,2.56,7,5,Tranquilo,0.9,4
2497,202602497,Gustavo,Esteve,23,Femenino,Psicología,Ciencias de la Salud,1,1997-12-02,Matriculado,18.48,96.45,5,0,20,2026-I,Bajo,5,3,4.59,10,5,Tranquilo,0.6,3
2498,202602498,Juan Bautista,Morcillo,18,Masculino,Derecho,Derecho,1,2007-02-26,Retirado,18.47,78.56,4,3,16,2026-I,Bajo,3,10,3.06,4,2,Motivado,2.0,1
2499,202602499,Severo,Mesa,23,Femenino,Arquitectura,Arquitectura,2,2006-09-21,Reserva,16.39,81.64,4,3,16,2026-I,Bajo,4,4,3.63,10,1,Estresado,2.3,3
2500,202602500,Soledad,Fiol,21,Masculino,Marketing,Ciencias Empresariales,3,1997-07-03,Retirado,15.75,96.76,6,2,24,2026-I,Medio,9,3,2.17,10,5,Motivado,0.5,7
2501,202602501,Sandalio,Ibáñez,22,Masculino,Contabilidad,Ciencias Empresariales,1,2007-12-24,Retirado,15.08,83.46,8,0,32,2026-I,Medio,6,3,1.44,7,4,Tranquilo,0.0,7
2502,202602502,Valero,Ruiz,22,Masculino,Contabilidad,Ciencias Empresariales,6,2006-10-03,Matriculado,14.17,79.09,7,1,28,2026-I,Medio,4,3,2.11,8,1,Motivado,2.7,3
2503,202602503,Enrique,Izaguirre,17,Masculino,Psicología,Ciencias de la Salud,8,2000-10-01,Reserva,10.54,84.01,5,2,20,2026-I,Alto,3,4,3.24,8,3,Ansioso,0.1,6
2504,202602504,Luciana,Lucena,21,Masculino,Psicología,Ciencias de la Salud,10,2001-04-19,Retirado,14.82,83.67,7,2,28,2026-I,Medio,3,9,4.03,9,5,Feliz,0.6,1
2505,202602505,Jenny,Uribe,25,Femenino,Enfermería,Ciencias de la Salud,4,2001-06-25,Matriculado,16.41,83.63,4,2,16,2026-I,Bajo,1,9,2.28,4,3,Feliz,2.3,3
2506,202602506,Aurelio,Garriga,30,Femenino,Marketing,Ciencias Empresariales,2,1997-06-21,Retirado,16.61,65.01,6,0,24,2026-I,Bajo,4,8,2.95,4,1,Tranquilo,0.2,3
2507,202602507,Andrés Felipe,Perales,26,Masculino,Derecho,Derecho,2,2008-11-26,Reserva,12.57,64.99,8,1,32,2026-I,Alto,5,1,1.12,9,3,Ansioso,1.2,6
2508,202602508,Gisela,Juliá,22,Femenino,Derecho,Derecho,4,2008-12-04,Reserva,19.15,71.75,8,3,32,2026-I,Bajo,5,10,2.51,7,1,Estresado,0.4,4
2509,202602509,Carmela,Abad,21,Masculino,Enfermería,Ciencias de la Salud,3,2005-08-10,Matriculado,17.3,82.33,6,3,24,2026-I,Bajo,9,1,1.77,8,5,Motivado,1.5,2
2510,202602510,Ruperta,Marin,17,Femenino,Arquitectura,Arquitectura,4,2001-02-17,Retirado,18.4,69.88,5,2,20,2026-I,Bajo,6,2,2.61,5,4,Tranquilo,2.3,3
2511,202602511,Martina,Villegas,28,Femenino,Marketing,Ciencias Empresariales,7,1998-02-10,Retirado,19.74,71.59,6,1,24,2026-I,Bajo,9,1,1.87,9,1,Estresado,0.6,4
2512,202602512,Raimundo,Diaz,30,Masculino,Administración,Ciencias Empresariales,4,2004-03-24,Reserva,14.6,69.76,5,2,20,2026-I,Medio,7,5,1.63,10,5,Motivado,2.3,2
2513,202602513,Atilio,Figueroa,20,Femenino,Ingeniería de Sistemas,Ingeniería,3,1996-08-21,Retirado,12.09,87.93,8,2,32,2026-I,Alto,7,1,3.09,8,3,Motivado,0.5,7
2514,202602514,Pancho,Domingo,18,Masculino,Marketing,Ciencias Empresariales,5,1997-12-07,Retirado,18.8,92.39,6,0,24,2026-I,Bajo,8,5,2.82,6,3,Estresado,0.6,7
2515,202602515,María Fernanda,Torrijos,29,Masculino,Marketing,Ciencias Empresariales,10,1997-07-01,Reserva,18.56,78.35,4,2,16,2026-I,Bajo,2,10,2.24,10,4,Ansioso,1.7,4
2516,202602516,Demetrio,Becerra,27,Masculino,Psicología,Ciencias de la Salud,5,2003-11-05,Matriculado,16.1,73.72,4,0,16,2026-I,Bajo,4,7,3.17,10,5,Feliz,2.8,5
2517,202602517,Severiano,Salgado,22,Femenino,Ingeniería de Sistemas,Ingeniería,10,2003-06-06,Retirado,12.93,71.12,4,3,16,2026-I,Alto,4,1,2.9,9,2,Feliz,2.7,5
2518,202602518,Manuela,Monreal,26,Masculino,Marketing,Ciencias Empresariales,7,2002-08-18,Reserva,16.62,80.25,4,3,16,2026-I,Bajo,3,4,2.64,6,1,Feliz,0.1,5
2519,202602519,Ernesto,Pina,24,Masculino,Arquitectura,Arquitectura,3,1998-08-21,Reserva,14.4,73.11,8,3,32,2026-I,Medio,8,3,3.2,4,5,Motivado,2.5,5
2520,202602520,Jacinta,Piña,27,Masculino,Administración,Ciencias Empresariales,5,2000-02-21,Retirado,11.66,98.21,7,2,28,2026-I,Alto,10,2,3.5,7,1,Tranquilo,0.9,6
2521,202602521,Elba,Chamorro,22,Masculino,Arquitectura,Arquitectura,8,2004-02-18,Retirado,16.77,69.08,8,2,32,2026-I,Bajo,5,4,2.82,7,2,Feliz,1.6,3
2522,202602522,Reyna,Frutos,30,Masculino,Enfermería,Ciencias de la Salud,7,2003-01-02,Retirado,19.71,93.38,4,3,16,2026-I,Bajo,5,9,3.84,10,1,Ansioso,2.2,1
2523,202602523,Saturnina,Artigas,29,Femenino,Ingeniería de Sistemas,Ingeniería,6,2007-07-20,Reserva,10.59,61.81,6,0,24,2026-I,Alto,4,2,1.2,7,3,Feliz,1.3,5
2524,202602524,Encarnita,Fábregas,19,Femenino,Marketing,Ciencias Empresariales,5,1999-09-12,Matriculado,11.59,78.14,7,1,28,2026-I,Alto,4,5,2.03,8,4,Tranquilo,2.5,5
2525,202602525,Danilo,Luís,29,Femenino,Contabilidad,Ciencias Empresariales,4,2005-04-27,Reserva,18.96,76.31,6,0,24,2026-I,Bajo,6,5,2.78,6,5,Estresado,2.5,6
2526,202602526,Amparo,Carmona,17,Femenino,Psicología,Ciencias de la Salud,4,2006-07-13,Retirado,19.55,89.79,7,0,28,2026-I,Bajo,3,6,3.59,8,1,Estresado,2.1,4
2527,202602527,José Luis,Salvà,28,Femenino,Marketing,Ciencias Empresariales,1,1997-05-03,Retirado,11.2,64.27,6,1,24,2026-I,Alto,5,4,3.8,6,1,Motivado,1.1,7
2528,202602528,Paulino,Folch,18,Femenino,Ingeniería de Sistemas,Ingeniería,7,2003-03-18,Reserva,10.47,78.59,4,1,16,2026-I,Alto,3,8,4.11,4,4,Feliz,3.0,4
2529,202602529,Chema,Salamanca,28,Femenino,Marketing,Ciencias Empresariales,1,2003-12-22,Reserva,11.03,94.93,7,1,28,2026-I,Alto,5,3,5.0,7,2,Tranquilo,2.2,1
2530,202602530,Pepe,Buendía,24,Femenino,Derecho,Derecho,8,2006-04-09,Reserva,12.11,65.42,8,0,32,2026-I,Alto,3,8,1.14,9,3,Ansioso,0.7,1
2531,202602531,Jovita,Tirado,22,Femenino,Enfermería,Ciencias de la Salud,7,2007-07-24,Reserva,16.4,95.43,5,0,20,2026-I,Bajo,3,6,2.67,10,3,Estresado,2.4,5
2532,202602532,Isabela,Torralba,23,Masculino,Contabilidad,Ciencias Empresariales,7,2006-05-04,Retirado,19.81,96.32,4,1,16,2026-I,Bajo,6,6,1.13,10,2,Estresado,2.7,2
2533,202602533,Teobaldo,Nebot,20,Masculino,Derecho,Derecho,3,2002-08-26,Matriculado,10.3,91.72,8,3,32,2026-I,Alto,1,7,2.54,7,4,Ansioso,0.9,1
2534,202602534,Dafne,Lasa,19,Masculino,Arquitectura,Arquitectura,7,2001-08-26,Retirado,12.34,71.1,5,2,20,2026-I,Alto,6,4,3.81,8,4,Feliz,1.4,6
2535,202602535,María Pilar,Vaquero,25,Masculino,Ingeniería de Sistemas,Ingeniería,6,1996-02-24,Reserva,13.66,68.97,4,1,16,2026-I,Medio,2,4,2.51,10,4,Tranquilo,2.3,6
2536,202602536,Porfirio,Badía,19,Femenino,Enfermería,Ciencias de la Salud,2,2007-05-23,Reserva,12.97,64.77,6,2,24,2026-I,Alto,8,1,4.97,6,3,Estresado,0.0,2
2537,202602537,Ulises,Barral,29,Femenino,Arquitectura,Arquitectura,5,2007-11-26,Matriculado,10.36,65.07,7,3,28,2026-I,Alto,4,6,4.71,8,5,Tranquilo,1.8,6
2538,202602538,Modesto,Arrieta,26,Masculino,Contabilidad,Ciencias Empresariales,7,2003-12-03,Matriculado,19.33,72.55,6,3,24,2026-I,Bajo,1,1,2.53,5,3,Ansioso,0.2,1
2539,202602539,Paulina,Olivera,28,Femenino,Marketing,Ciencias Empresariales,2,2003-05-25,Retirado,18.0,68.03,8,3,32,2026-I,Bajo,9,5,3.35,5,1,Motivado,1.4,2
2540,202602540,Etelvina,Monreal,25,Masculino,Derecho,Derecho,2,2003-04-21,Retirado,17.65,99.74,6,2,24,2026-I,Bajo,7,3,1.45,6,4,Feliz,1.2,6
2541,202602541,Antonio,Acuña,29,Femenino,Enfermería,Ciencias de la Salud,4,2008-02-26,Matriculado,10.77,92.5,5,3,20,2026-I,Alto,3,5,4.61,10,4,Feliz,2.2,5
2542,202602542,Leire,Zamorano,21,Masculino,Administración,Ciencias Empresariales,3,1998-07-30,Retirado,19.8,88.82,4,0,16,2026-I,Bajo,2,10,3.23,6,1,Tranquilo,1.8,6
2543,202602543,Renato,Linares,29,Masculino,Derecho,Derecho,7,2008-02-07,Retirado,12.46,64.4,6,0,24,2026-I,Alto,10,4,1.03,4,5,Feliz,1.0,5
2544,202602544,Augusto,Rivas,25,Masculino,Ingeniería de Sistemas,Ingeniería,5,1998-03-13,Matriculado,13.3,67.7,8,0,32,2026-I,Medio,5,1,2.36,4,5,Feliz,2.1,1
2545,202602545,Venceslás,Báez,27,Femenino,Arquitectura,Arquitectura,10,1997-08-31,Retirado,13.77,61.52,5,2,20,2026-I,Medio,3,2,4.11,4,1,Estresado,2.1,5
2546,202602546,Darío,Adadia,19,Femenino,Derecho,Derecho,7,1997-02-15,Reserva,14.18,93.18,5,0,20,2026-I,Medio,5,3,3.02,5,3,Tranquilo,1.6,2
2547,202602547,Gaspar,Ramirez,30,Femenino,Enfermería,Ciencias de la Salud,10,2000-04-21,Retirado,17.77,92.94,4,3,16,2026-I,Bajo,5,10,4.61,9,3,Tranquilo,0.2,2
2548,202602548,Ezequiel,Arroyo,17,Masculino,Enfermería,Ciencias de la Salud,4,2007-09-30,Matriculado,10.04,88.96,8,1,32,2026-I,Alto,5,7,2.48,9,3,Estresado,2.1,7
2549,202602549,Toni,Salvador,24,Masculino,Administración,Ciencias Empresariales,4,1997-02-11,Matriculado,17.59,71.42,7,2,28,2026-I,Bajo,10,10,2.38,4,3,Motivado,2.8,5
2550,202602550,Juan Pablo,Nadal,21,Femenino,Enfermería,Ciencias de la Salud,1,1998-01-10,Retirado,12.91,75.42,4,3,16,2026-I,Alto,10,6,1.76,5,2,Motivado,0.1,2
2551,202602551,Dimas,Armengol,23,Femenino,Derecho,Derecho,2,2004-02-18,Matriculado,18.93,76.53,8,3,32,2026-I,Bajo,4,10,2.46,10,3,Estresado,0.8,5
2552,202602552,Pascual,Cid,30,Masculino,Enfermería,Ciencias de la Salud,10,1998-04-08,Matriculado,11.19,72.49,4,2,16,2026-I,Alto,1,9,1.88,6,3,Motivado,2.0,4
2553,202602553,María Pilar,Font,26,Masculino,Arquitectura,Arquitectura,1,2007-04-26,Reserva,15.65,84.48,8,0,32,2026-I,Medio,6,7,3.45,5,3,Tranquilo,1.2,2
2554,202602554,Celso,Ribes,20,Femenino,Marketing,Ciencias Empresariales,9,2002-11-09,Matriculado,14.36,63.32,5,1,20,2026-I,Medio,3,8,2.36,6,1,Tranquilo,0.6,6
2555,202602555,Tania,Maldonado,19,Masculino,Arquitectura,Arquitectura,9,2001-05-16,Matriculado,19.65,63.52,7,0,28,2026-I,Bajo,8,8,1.32,4,4,Motivado,1.7,3
2556,202602556,Mariano,Mena,21,Femenino,Ingeniería de Sistemas,Ingeniería,4,1998-12-28,Reserva,11.34,86.68,7,2,28,2026-I,Alto,5,2,4.98,10,3,Motivado,1.9,1
2557,202602557,Jeremías,Caballero,30,Femenino,Psicología,Ciencias de la Salud,7,2005-03-27,Reserva,11.86,94.27,5,0,20,2026-I,Alto,1,7,2.69,7,3,Estresado,1.4,6
2558,202602558,Yolanda,Montserrat,27,Masculino,Contabilidad,Ciencias Empresariales,5,2006-11-30,Matriculado,17.51,82.05,4,0,16,2026-I,Bajo,9,5,1.99,7,5,Motivado,1.2,7
2559,202602559,Sabas,Alberto,28,Femenino,Administración,Ciencias Empresariales,10,1997-06-15,Reserva,16.42,85.77,7,3,28,2026-I,Bajo,4,5,1.57,6,2,Tranquilo,0.7,5
2560,202602560,María Jesús,Doménech,29,Femenino,Contabilidad,Ciencias Empresariales,8,2006-05-08,Reserva,11.34,90.8,5,2,20,2026-I,Alto,8,8,2.01,7,3,Feliz,0.5,1
2561,202602561,Ana Belén,Manuel,25,Femenino,Arquitectura,Arquitectura,7,2002-01-15,Matriculado,11.87,69.09,4,2,16,2026-I,Alto,7,4,3.12,8,4,Tranquilo,1.5,7
2562,202602562,Pancho,Lozano,24,Femenino,Derecho,Derecho,10,1998-11-28,Retirado,11.76,69.86,4,2,16,2026-I,Alto,9,10,2.24,10,4,Feliz,2.6,5
2563,202602563,Victor Manuel,Torrijos,20,Masculino,Psicología,Ciencias de la Salud,1,2000-10-19,Matriculado,16.82,99.63,5,2,20,2026-I,Bajo,6,5,2.63,10,4,Estresado,1.8,3
2564,202602564,Joaquín,Figuerola,25,Masculino,Enfermería,Ciencias de la Salud,9,2003-04-01,Retirado,17.46,80.67,7,3,28,2026-I,Bajo,7,4,3.87,9,1,Motivado,2.6,3
2565,202602565,Asunción,Santamaría,28,Masculino,Derecho,Derecho,2,2003-05-25,Retirado,17.8,82.41,6,1,24,2026-I,Bajo,8,3,1.92,9,3,Feliz,0.3,3
2566,202602566,Rosa María,Zorrilla,19,Femenino,Marketing,Ciencias Empresariales,4,2007-01-26,Retirado,12.14,96.61,7,3,28,2026-I,Alto,10,7,4.53,6,3,Tranquilo,2.8,4
2567,202602567,Poncio,Múgica,29,Masculino,Marketing,Ciencias Empresariales,1,1999-08-20,Matriculado,15.7,82.01,7,1,28,2026-I,Medio,2,1,4.16,4,3,Motivado,1.5,4
2568,202602568,Gil,Huguet,22,Masculino,Enfermería,Ciencias de la Salud,6,2002-11-22,Reserva,15.96,72.93,7,1,28,2026-I,Medio,6,2,2.01,8,1,Tranquilo,2.1,4
2569,202602569,Ceferino,Castelló,17,Femenino,Administración,Ciencias Empresariales,6,1999-03-22,Retirado,16.32,87.79,4,0,16,2026-I,Bajo,3,5,1.63,5,4,Ansioso,2.6,6
2570,202602570,Reina,Giner,30,Masculino,Enfermería,Ciencias de la Salud,1,1995-11-14,Reserva,14.24,64.6,5,2,20,2026-I,Medio,2,10,2.86,9,3,Feliz,0.5,2
2571,202602571,Jose Antonio,Araujo,20,Femenino,Derecho,Derecho,8,2004-10-23,Reserva,12.06,87.02,5,2,20,2026-I,Alto,8,8,2.78,6,2,Estresado,2.4,7
2572,202602572,Benito,Arévalo,17,Masculino,Arquitectura,Arquitectura,2,2004-04-04,Matriculado,15.32,71.98,7,2,28,2026-I,Medio,10,8,3.4,6,1,Estresado,2.7,1
2573,202602573,Adoración,Fonseca,18,Masculino,Contabilidad,Ciencias Empresariales,8,1997-01-07,Reserva,18.67,99.86,4,3,16,2026-I,Bajo,7,7,3.42,7,3,Estresado,0.5,7
2574,202602574,Odalys,Colom,29,Masculino,Administración,Ciencias Empresariales,6,1999-10-28,Reserva,14.59,76.93,5,2,20,2026-I,Medio,4,1,1.87,6,2,Estresado,2.8,7
2575,202602575,Lucio,Lastra,25,Femenino,Arquitectura,Arquitectura,7,2000-02-12,Reserva,17.15,68.28,6,2,24,2026-I,Bajo,1,8,4.88,10,1,Feliz,2.0,2
2576,202602576,Elisa,Piñol,30,Femenino,Psicología,Ciencias de la Salud,5,2003-09-16,Retirado,16.52,76.61,6,3,24,2026-I,Bajo,2,3,3.72,4,3,Tranquilo,2.1,7
2577,202602577,Palmira,Gallart,29,Femenino,Psicología,Ciencias de la Salud,3,1999-08-08,Reserva,16.56,73.35,5,0,20,2026-I,Bajo,5,5,1.89,10,1,Tranquilo,1.0,6
2578,202602578,Angélica,Saura,17,Masculino,Arquitectura,Arquitectura,7,2002-10-03,Matriculado,13.93,75.6,7,1,28,2026-I,Medio,2,1,2.43,4,4,Ansioso,0.2,5
2579,202602579,Benigna,Carretero,30,Masculino,Marketing,Ciencias Empresariales,2,2002-08-01,Matriculado,18.7,89.64,4,2,16,2026-I,Bajo,6,4,4.49,9,4,Motivado,1.8,3
2580,202602580,Bernardo,Galindo,26,Femenino,Contabilidad,Ciencias Empresariales,8,1996-12-03,Reserva,14.83,78.75,5,2,20,2026-I,Medio,1,6,2.44,8,5,Tranquilo,2.1,1
2581,202602581,Apolinar,Jove,26,Masculino,Marketing,Ciencias Empresariales,6,2000-08-23,Reserva,10.89,88.15,5,3,20,2026-I,Alto,3,8,1.04,9,2,Tranquilo,0.7,7
2582,202602582,Benito,Company,25,Masculino,Administración,Ciencias Empresariales,8,2007-06-30,Reserva,12.12,76.83,5,3,20,2026-I,Alto,3,2,2.0,10,5,Tranquilo,0.9,3
2583,202602583,Teófilo,Peña,25,Femenino,Marketing,Ciencias Empresariales,3,2001-10-10,Retirado,14.82,85.02,5,0,20,2026-I,Medio,6,2,3.89,6,4,Feliz,1.4,6
2584,202602584,Feliciana,Portillo,19,Masculino,Arquitectura,Arquitectura,6,2006-09-04,Reserva,13.36,95.32,8,1,32,2026-I,Medio,9,6,3.23,9,1,Estresado,0.6,7
2585,202602585,Consuela,Salgado,26,Masculino,Contabilidad,Ciencias Empresariales,4,1997-04-12,Reserva,17.68,98.02,8,1,32,2026-I,Bajo,9,8,3.11,7,1,Ansioso,2.2,2
2586,202602586,Manu,Mesa,21,Femenino,Arquitectura,Arquitectura,3,1997-02-09,Reserva,18.03,81.05,8,3,32,2026-I,Bajo,5,8,2.06,6,3,Ansioso,0.1,6
2587,202602587,Armida,Mate,29,Masculino,Contabilidad,Ciencias Empresariales,2,2003-01-09,Retirado,18.97,97.97,5,0,20,2026-I,Bajo,1,9,3.19,8,4,Ansioso,1.2,3
2588,202602588,Milagros,Barba,27,Masculino,Arquitectura,Arquitectura,6,2005-05-03,Retirado,17.5,60.42,6,0,24,2026-I,Bajo,1,9,4.62,8,4,Estresado,1.8,7
2589,202602589,Febe,Mate,26,Masculino,Derecho,Derecho,8,2008-01-12,Retirado,12.54,92.45,7,0,28,2026-I,Alto,9,7,2.51,10,4,Ansioso,1.2,3
2590,202602590,Jovita,Ramis,30,Femenino,Psicología,Ciencias de la Salud,8,2007-08-17,Reserva,19.36,89.75,5,2,20,2026-I,Bajo,7,4,1.79,7,5,Motivado,0.5,7
2591,202602591,Jacinta,Cuéllar,26,Masculino,Enfermería,Ciencias de la Salud,6,1995-08-15,Matriculado,19.2,67.25,5,0,20,2026-I,Bajo,8,5,1.83,9,4,Motivado,0.9,3
2592,202602592,Rosaura,Acedo,26,Femenino,Ingeniería de Sistemas,Ingeniería,1,2003-12-11,Reserva,13.23,96.33,5,0,20,2026-I,Medio,1,5,2.89,10,4,Feliz,1.9,7
2593,202602593,Gracia,Palmer,22,Femenino,Enfermería,Ciencias de la Salud,8,2008-07-31,Matriculado,11.64,99.06,4,2,16,2026-I,Alto,7,7,1.06,8,3,Tranquilo,0.3,5
2594,202602594,Susana,Gimenez,28,Masculino,Administración,Ciencias Empresariales,7,2001-01-05,Reserva,14.39,74.59,6,3,24,2026-I,Medio,10,8,3.58,8,3,Tranquilo,1.4,3
2595,202602595,Pilar,Clemente,18,Masculino,Arquitectura,Arquitectura,2,2000-07-28,Retirado,19.03,84.48,6,3,24,2026-I,Bajo,5,5,2.06,10,5,Estresado,0.2,4
2596,202602596,Catalina,Nogués,22,Femenino,Psicología,Ciencias de la Salud,5,1997-11-01,Reserva,18.44,79.07,6,1,24,2026-I,Bajo,5,4,2.75,5,1,Motivado,0.7,3
2597,202602597,Cesar,Guzmán,29,Masculino,Marketing,Ciencias Empresariales,9,1996-11-22,Retirado,14.44,93.3,7,0,28,2026-I,Medio,8,6,2.49,8,5,Motivado,0.4,2
2598,202602598,Graciano,Cañizares,22,Masculino,Ingeniería de Sistemas,Ingeniería,6,2000-10-21,Reserva,16.39,74.03,4,0,16,2026-I,Bajo,2,8,1.92,6,5,Ansioso,0.9,3
2599,202602599,José,Juliá,19,Femenino,Administración,Ciencias Empresariales,7,2007-01-21,Matriculado,15.72,94.39,6,2,24,2026-I,Medio,8,2,4.92,5,5,Motivado,0.7,1
2600,202602600,Paca,Almansa,29,Masculino,Enfermería,Ciencias de la Salud,6,2002-12-13,Retirado,13.36,97.8,5,2,20,2026-I,Medio,6,10,3.68,4,5,Estresado,3.0,2
2601,202602601,Emilia,Soler,17,Femenino,Contabilidad,Ciencias Empresariales,9,2001-07-03,Reserva,17.3,90.56,4,3,16,2026-I,Bajo,6,8,3.02,10,5,Motivado,2.3,7
2602,202602602,Marta,Quesada,20,Masculino,Marketing,Ciencias Empresariales,10,1997-11-18,Reserva,19.84,78.23,7,3,28,2026-I,Bajo,10,9,3.9,10,4,Estresado,1.2,5
2603,202602603,Nilo,Gomila,22,Masculino,Marketing,Ciencias Empresariales,1,1997-06-21,Retirado,16.57,85.7,7,2,28,2026-I,Bajo,5,6,3.65,7,2,Tranquilo,1.2,5
2604,202602604,Belen,Sanmartín,26,Masculino,Ingeniería de Sistemas,Ingeniería,3,2001-06-15,Retirado,16.86,97.98,4,3,16,2026-I,Bajo,7,6,1.59,8,2,Ansioso,0.9,2
2605,202602605,Pánfilo,Mercader,28,Femenino,Ingeniería de Sistemas,Ingeniería,7,2002-06-07,Reserva,13.33,64.84,6,0,24,2026-I,Medio,8,8,2.28,8,5,Estresado,0.5,7
2606,202602606,Cristian,Salamanca,27,Masculino,Arquitectura,Arquitectura,9,1996-08-07,Retirado,15.54,80.03,8,3,32,2026-I,Medio,1,8,2.32,6,2,Tranquilo,2.4,3
2607,202602607,Jose Antonio,Mateu,19,Femenino,Psicología,Ciencias de la Salud,9,1996-07-09,Matriculado,17.42,94.82,6,3,24,2026-I,Bajo,6,1,4.08,9,1,Ansioso,0.2,2
2608,202602608,Herminio,Águila,19,Masculino,Ingeniería de Sistemas,Ingeniería,3,2008-09-23,Retirado,14.09,64.27,7,3,28,2026-I,Medio,7,9,1.97,7,1,Motivado,1.5,5
2609,202602609,Chelo,Llopis,18,Femenino,Arquitectura,Arquitectura,10,1999-12-13,Matriculado,12.24,72.41,8,1,32,2026-I,Alto,4,8,1.41,5,1,Estresado,2.1,5
2610,202602610,Gaspar,Hernandez,25,Masculino,Ingeniería de Sistemas,Ingeniería,1,2008-03-25,Reserva,18.29,82.37,8,2,32,2026-I,Bajo,9,4,4.91,7,5,Feliz,1.3,2
